id,title,condition,price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,permalink,thumbnail,category_id,domain_id,Marca,Color,Condición del ítem,Modelo,Formato de venta,Unidades por pack,Unidades por envase,Color principal,Código universal de producto,Largo del paquete,Peso del paquete,Peso neto,Conservación del producto,Línea
MLA1426151013,Guantes De Nitrilo Descartables Antideslizantes Color Negro Talle M X 100 Unidades,new,6289.0,ARS,500,,buy_it_now,gold_special,2044-05-07T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-de-nitrilo-descartables-antideslizantes-color-negro-talle-m-x-100-unidades/p/MLA28013873,http://http2.mlstatic.com/D_992495-MLA72741068273_112023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Selectshop Signature,Negro,Nuevo,Guantes de Nitrilo,Unidad,1,100,,,,,,,
MLA1781901876,Guantes Descartables Antideslizantes Selectshop Signature Guantes De Nitrilo Color Negro Talle L X 100 Unidades,new,6289.0,ARS,5000,,buy_it_now,gold_special,2044-05-17T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-selectshop-signature-guantes-de-nitrilo-color-negro-talle-l-x-100-unidades/p/MLA28013874,http://http2.mlstatic.com/D_930724-MLA72667923738_112023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Selectshop Signature,Negro,Nuevo,Guantes de Nitrilo,Unidad,1,100,,,,,,,
MLA1409032303,Guantes Descartables Antideslizantes One Glove Color Negro De Nitrilo En Pack De 10 X 100 Unidades,new,59773.0,ARS,1,,buy_it_now,gold_special,2044-02-09T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-one-glove-color-negro-de-nitrilo-en-pack-de-10-x-100-unidades/p/MLA27965567,http://http2.mlstatic.com/D_769013-MLU75344933599_032024-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,Negro,Nuevo,Nitrilo negro,Pack,10,100,Negro,,,,,,
MLA1652591318,Caja Guantes Nitrilo Primera Calidad Con Anmat X 100 ,new,6998.0,ARS,5000,,buy_it_now,gold_special,2044-01-27T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1652591318-caja-guantes-nitrilo-primera-calidad-con-anmat-x-100-_JM,http://http2.mlstatic.com/D_971429-MLA54894520643_042023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,DEXAL - AS - TOP GLOVE-NP-PRINTEX-EUROMIX-ELIT,,Nuevo,Nitrilo,Pack,1,100,,,,,,,
MLA1787907006,Guantes Descartables Euromix Nitrilo Rosa X 100 Unidades Talle M,new,6980.0,ARS,1,,buy_it_now,gold_special,2044-05-22T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-euromix-nitrilo-rosa-x-100-unidades-talle-m/p/MLA37116841,http://http2.mlstatic.com/D_727040-MLU76606012575_052024-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Guantes,Rosa,Nuevo,Guantes de Nitrilo,Unidad,1,100,,,,,,,
MLA1408994411,Guantes Descartables Antideslizantes One Glove Color Negro Talle M De Nitrilo En Pack De 10 X 100 Unidades,new,57056.0,ARS,1,,buy_it_now,gold_special,2044-02-09T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-one-glove-color-negro-talle-m-de-nitrilo-en-pack-de-10-x-100-unidades/p/MLA27965566,http://http2.mlstatic.com/D_878605-MLA72877205881_112023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,Negro,Nuevo,Nitrilo negro,Pack,10,100,,,,,,,
MLA1175036968,Guantes Descartables Antideslizantes Printex Color Negro Talle M De Nitrilo X 100 Unidades,new,8390.0,ARS,1,,buy_it_now,gold_special,2042-09-18T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-printex-color-negro-talle-m-de-nitrilo-x-100-unidades/p/MLA14788291,http://http2.mlstatic.com/D_681834-MLA48771523270_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Printex,Negro,Nuevo,,Unidad,1,100,,,,,,,
MLA1426159591,Guantes Descartables Antideslizantes One Glove Color Negro Talle M De Nitrilo X 100 Unidades,new,6289.0,ARS,500,,buy_it_now,gold_special,2044-05-07T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-one-glove-color-negro-talle-m-de-nitrilo-x-100-unidades/p/MLA28112992,http://http2.mlstatic.com/D_765839-MLA73415025971_122023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,Negro,Nuevo,,Unidad,1,100,Negro,,,,,,
MLA1426138075,Guantes Descartables Antideslizantes Selectshop Signature Guantes De Nitrilo Color Negro Talle S X 100 Unidades,new,6349.8,ARS,500,,buy_it_now,gold_special,2044-05-07T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-selectshop-signature-guantes-de-nitrilo-color-negro-talle-s-x-100-unidades/p/MLA28013872,http://http2.mlstatic.com/D_667755-MLA74084787605_012024-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Selectshop Signature,Negro,Nuevo,Guantes de Nitrilo,Unidad,1,100,,,,,,,
MLA1169056410,Guantes Descartables Antideslizantes Printex Color Negro Talle Xl De Nitrilo X 100 Unidades,new,8390.0,ARS,1,,buy_it_now,gold_special,2042-09-10T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-printex-color-negro-talle-xl-de-nitrilo-x-100-unidades/p/MLA18618551,http://http2.mlstatic.com/D_716671-MLA48771523295_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Printex,Negro,Nuevo,,Unidad,1,100,,,,,,,
MLA1375331467,Guantes De Nitrilo X100u Talles M L S Xs Xl. Mninsumos,new,7599.0,ARS,500,,buy_it_now,gold_special,2043-06-25T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1375331467-guantes-de-nitrilo-x100u-talles-m-l-s-xs-xl-mninsumos-_JM,http://http2.mlstatic.com/D_860318-MLA73415224338_122023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,MN Insumos,,Nuevo,Guantes de Nitrilo sin Polvo,Pack,100,,,,,,,,
MLA1169846623,Guantes Descartables Antideslizantes Printex Color Negro Talle L De Nitrilo X 100 Unidades,new,8390.0,ARS,1,,buy_it_now,gold_special,2042-09-11T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-printex-color-negro-talle-l-de-nitrilo-x-100-unidades/p/MLA14788292,http://http2.mlstatic.com/D_632157-MLA48771299430_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Printex,Negro,Nuevo,,Unidad,1,100,,,,,,,
MLA1129487374,5 Cajas Guantes Nitrilo Negro Reforzado Con Anmat X 100 ,new,36470.0,ARS,50000,,buy_it_now,gold_special,2042-03-22T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1129487374-5-cajas-guantes-nitrilo-negro-reforzado-con-anmat-x-100-_JM,http://http2.mlstatic.com/D_867476-MLA54892899097_042023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,DEXAL - AS - TOP GLOVE-NP-PRINTEX,,Nuevo,Nitrilo,Pack,100,100,,,,,,,
MLA1135080547,Guantes De Nitrilo Negro X100 Unidades Talle L M S Xs Y Xl,new,7599.0,ARS,50,,buy_it_now,gold_special,2042-04-27T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1135080547-guantes-de-nitrilo-negro-x100-unidades-talle-l-m-s-xs-y-xl-_JM,http://http2.mlstatic.com/D_947821-MLA73526829151_122023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,EUROMIX - MEDISUL - PRINTEX - POWERCREST - ONE GLOVE,,Nuevo,Nitrilo Negro,Pack,100,100,,,,,,,
MLA1410749815,Guantes Descartables Antideslizantes One Glove Color Negro Talle S De Nitrilo X 100 Unidades,new,6270.0,ARS,1,,buy_it_now,gold_special,2044-02-14T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-one-glove-color-negro-talle-s-de-nitrilo-x-100-unidades/p/MLA28112995,http://http2.mlstatic.com/D_795548-MLA73415026151_122023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,Negro,Nuevo,,Unidad,1,100,Negro,,,,,,
MLA1426717913,Mediglove Reforzado Guantes De Nitrilo Color Negro X100u Combustible Sin Polvo Talle L,new,9343.0,ARS,1,,buy_it_now,gold_pro,2044-06-08T17:06:42.000Z,https://www.mercadolibre.com.ar/mediglove-reforzado-guantes-de-nitrilo-color-negro-x100u-combustible-sin-polvo-talle-l/p/MLA18615884,http://http2.mlstatic.com/D_949693-MLA48772229748_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Mediglove,Negro,Nuevo,Reforzado,Unidad,1,100,Negro,7798188570844,20.4 cm,480 g,,,
MLA1652524870,Guantes De Nitrilo Negro Resistente Reforzado Caja X 100u,new,8299.0,ARS,5000,,buy_it_now,gold_special,2044-01-27T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1652524870-guantes-de-nitrilo-negro-resistente-reforzado-caja-x-100u-_JM,http://http2.mlstatic.com/D_796621-MLA74842820828_032024-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,,Nuevo,Nitrilo negro,Pack,100,100,,,,,,,
MLA1169056393,Guantes Descartables Antideslizantes Printex Color Negro Talle S De Nitrilo X 100 Unidades,new,8390.0,ARS,1,,buy_it_now,gold_special,2042-09-10T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-printex-color-negro-talle-s-de-nitrilo-x-100-unidades/p/MLA14788290,http://http2.mlstatic.com/D_901000-MLA48771299482_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Printex,Negro,Nuevo,,Unidad,1,100,,,,,,,
MLA1559815890,Guantes De Nitrilo Rosa | Euromix | Unidad,new,6584.0,ARS,1,,buy_it_now,gold_special,2043-11-03T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1559815890-guantes-de-nitrilo-rosa-euromix-unidad-_JM,http://http2.mlstatic.com/D_611902-MLA75556278107_042024-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Euromix,,Nuevo,Nitrilo Rosa,Unidad,1,100,,,,,,,
MLA1429285175,Guantes Nitrilo Negro X 100 Unidades Consultar Talle,new,8500.0,ARS,1,,buy_it_now,gold_special,2044-05-23T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-nitrilo-negro-x-100-unidades-consultar-talle/p/MLA22853579,http://http2.mlstatic.com/D_829798-MLU54973464903_042023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Powercrest,Negro,Nuevo,,Unidad,1,100,,7798130180459,,,,,
MLA1419779075,Guantes Descartables Antideslizantes One Glove Color Negro Talle Xl De Nitrilo En Pack De 10 X 100 Unidades,new,60930.0,ARS,1,,buy_it_now,gold_special,2044-04-01T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-one-glove-color-negro-talle-xl-de-nitrilo-en-pack-de-10-x-100-unidades/p/MLA27965564,http://http2.mlstatic.com/D_853870-MLA72877205687_112023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,Negro,Nuevo,,Pack,10,100,Negro,,31.6 cm,4860 g,,,
MLA1426146633,Guantes Descartables Antideslizantes One Glove Color Negro Talle L De Nitrilo X 100 Unidades,new,6289.0,ARS,500,,buy_it_now,gold_special,2044-05-07T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-one-glove-color-negro-talle-l-de-nitrilo-x-100-unidades/p/MLA28112993,http://http2.mlstatic.com/D_850188-MLA73414988967_122023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,Negro,Nuevo,,Unidad,1,100,Negro,,,,,,
MLA915387437,Guantes De Nitrilo Descartable Sin Polvo X30u,new,3499.0,ARS,500,,buy_it_now,gold_special,2041-04-04T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-915387437-guantes-de-nitrilo-descartable-sin-polvo-x30u-_JM,http://http2.mlstatic.com/D_629288-MLA76091861468_052024-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,DD2,,Nuevo,Lila,Unidad,1,,,,,,,,
MLA1683148246,Guantes Descartables Antideslizantes Np Color Negro Talle M De Nitrilo En Pack De 10 X 100 Unidades,new,72816.0,ARS,1,,buy_it_now,gold_special,2044-02-21T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-np-color-negro-talle-m-de-nitrilo-en-pack-de-10-x-100-unidades/p/MLA14788286,http://http2.mlstatic.com/D_612139-MLA48774280366_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,NP,Negro,Nuevo,Nitrilo Negro,Pack,10,100,,,31.6 cm,4820 g,,,
MLA1687565290,Guantes De Nitrilo Color Negro Mediglove X100u Combustible Con Polvo No Talle M Unidades Por Envase 100,new,9750.0,ARS,50,,buy_it_now,gold_pro,2044-05-14T22:43:47.000Z,https://www.mercadolibre.com.ar/guantes-de-nitrilo-color-negro-mediglove-x100u-combustible-con-polvo-no-talle-m-unidades-por-envase-100/p/MLA18615883,http://http2.mlstatic.com/D_971182-MLA48772239670_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Mediglove,Negro,Nuevo,Reforzado,Unidad,1,100,,,23.8 cm,580 g,,,
MLA1797149862,Guantes Nitrilo Negro Cajon Bulto Cerrado Marca Suplimed Talle M (mediano) 10 Cajas X 100 (total 1000 Guantes),new,59990.0,ARS,500,,buy_it_now,gold_special,2044-05-30T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-nitrilo-negro-cajon-bulto-cerrado-marca-suplimed-talle-m-mediano-10-cajas-x-100-total-1000-guantes/p/MLA37447240,http://http2.mlstatic.com/D_670072-MLU76793779761_062024-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,suplimed,Negro,Nuevo,Nitrilo,Pack,10,100,Negro,,,,,,
MLA1769996238,Caja Guantes Nitrilo Negro Azul | Reforzado Con Anmat X 100,new,6289.0,ARS,500,,buy_it_now,gold_special,2044-05-07T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1769996238-caja-guantes-nitrilo-negro-azul-reforzado-con-anmat-x-100-_JM,http://http2.mlstatic.com/D_747255-MLA76130053584_052024-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,DEXAL - AS - TOP GLOVE-NP-PRINTEX-EUROMIX-ELIT-POWERCREST,,Nuevo,,Unidad,1,100,,,,,,,
MLA1770375262,Guantes Descartables Antideslizantes One Glove Color Negro Talle Xl De Nitrilo X 100 Unidades,new,6289.0,ARS,50,,buy_it_now,gold_special,2044-05-07T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-one-glove-color-negro-talle-xl-de-nitrilo-x-100-unidades/p/MLA28112991,http://http2.mlstatic.com/D_992202-MLA73415065407_122023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,Negro,Nuevo,,Unidad,1,100,Negro,,,,,,
MLA1426758965,Guantes Nitrilo Negro Mediglove X100u Comida Manicuria Salud Talle S Unidades Por Envase 100,new,9343.0,ARS,1,,buy_it_now,gold_pro,2044-06-08T17:06:11.000Z,https://www.mercadolibre.com.ar/guantes-nitrilo-negro-mediglove-x100u-comida-manicuria-salud-talle-s-unidades-por-envase-100/p/MLA18615882,http://http2.mlstatic.com/D_971182-MLA48772239670_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Mediglove,Negro,Nuevo,Reforzado,Unidad,1,100,Negro,7798188570844,21 cm,360 g,,,
MLA1119496660,Caja Guantes Nitrilo Negro Reforzado Con Anmat X 100 ,new,8190.0,ARS,50000,,buy_it_now,gold_special,2042-01-09T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1119496660-caja-guantes-nitrilo-negro-reforzado-con-anmat-x-100-_JM,http://http2.mlstatic.com/D_971429-MLA54894520643_042023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,DEXAL - AS - TOP GLOVE-NP-PRINTEX-EUROMIX-ELIT,,Nuevo,,Caja,100,100,,,,,,,
MLA1149675417,Guantes De Nitrilo Reforzados Varios Colores Caja X 100 ,new,7840.0,ARS,500,,buy_it_now,gold_special,2042-07-30T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1149675417-guantes-de-nitrilo-reforzados-varios-colores-caja-x-100-_JM,http://http2.mlstatic.com/D_872087-MLA72051567820_102023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Euromix - Coronet - Printex - Suplimed - Dexal - Top Glove - NP,,Nuevo,,Pack,100,100,,,,,,,
MLA1593407358,Guantes Descartables Antideslizantes Np Color Lavanda Talle M De Nitrilo X 100 Unidades,new,7800.0,ARS,1,,buy_it_now,gold_special,2043-12-03T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-np-color-lavanda-talle-m-de-nitrilo-x-100-unidades/p/MLA18616480,http://http2.mlstatic.com/D_629643-MLA48774253382_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,NP,Lavanda,Nuevo,,Unidad,1,100,,,,,,,
MLA1773627922,Guantes De Nitrilo Negro Euromix X100u Pack X5,new,39350.0,ARS,500,,buy_it_now,gold_special,2044-05-10T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1773627922-guantes-de-nitrilo-negro-euromix-x100u-pack-x5-_JM,http://http2.mlstatic.com/D_854655-MLA76383705017_052024-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Euromix,,Nuevo,Nitrilo Negro,Pack,5,100,,,,,,,
MLA1208044469,Caja Guantes Nitrilo Dexal Negro Sin Polvo Talle L X 100 Un,new,8399.3,ARS,1,,buy_it_now,gold_special,2042-10-17T04:00:00.000Z,https://www.mercadolibre.com.ar/caja-guantes-nitrilo-dexal-negro-sin-polvo-talle-l-x-100-un/p/MLA19569870,http://http2.mlstatic.com/D_637149-MLU74420906984_022024-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Dexal,Negro,Nuevo,Nitrilo Negro,Unidad,1,100,,7792366464857,,,,,
MLA853948469,Guantes De Nitrilo Color Negro X 100u Sin Polvo Reforzados ,new,6886.55,ARS,50,,buy_it_now,gold_special,2040-05-02T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-853948469-guantes-de-nitrilo-color-negro-x-100u-sin-polvo-reforzados-_JM,http://http2.mlstatic.com/D_771700-MLA43566026829_092020-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,GC PRODUCTOS DETAILING,,Nuevo,Nitrilo Color Negro,Pack,100,100,,,,,,,
MLA1376681585,Guantes Descartables Antideslizantes Mediglove Reforzado Color Negro Talle L De Nitrilo En Pack De 10 X 100 Unidades,new,83991.6,ARS,1,,buy_it_now,gold_special,2043-07-06T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-mediglove-reforzado-color-negro-talle-l-de-nitrilo-en-pack-de-10-x-100-unidades/p/MLA14788301,http://http2.mlstatic.com/D_971182-MLA48772239670_012022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Mediglove,Negro,Nuevo,Reforzado,Pack,10,100,,,,,,,
MLA1758736832,Guantes De Nitrilo Color Negro Mediglove X 1000 Unidades,new,83990.0,ARS,1,,buy_it_now,gold_special,2044-04-27T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1758736832-guantes-de-nitrilo-color-negro-mediglove-x-1000-unidades-_JM,http://http2.mlstatic.com/D_985481-MLA75960061472_052024-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Guantes,,Nuevo,Guantes de Nitrilo,Unidad,1,1000,,,,,,,
MLA1788496910,Caja Guantes Nitrilo Negro Reforzado Gastronomia X300 Uni Talle Xl,new,28400.0,ARS,500,,buy_it_now,gold_special,2044-05-23T04:00:00.000Z,https://www.mercadolibre.com.ar/caja-guantes-nitrilo-negro-reforzado-gastronomia-x300-uni-talle-xl/p/MLA37194815,http://http2.mlstatic.com/D_967845-MLU76640756071_052024-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,AntePlast,Negro,Nuevo,Nitrilo,Pack,3,300,,7798161676389,,,,,
MLA1119584143,Guantes Nitrilo Negro Cajon Bulto De 10 Cajas X 100 Unidades,new,61989.6,ARS,5000,,buy_it_now,gold_special,2042-01-11T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1119584143-guantes-nitrilo-negro-cajon-bulto-de-10-cajas-x-100-unidades-_JM,http://http2.mlstatic.com/D_724891-MLA76404992996_052024-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,PRINTEX - Powercrest - Great Glove - TOP GLOVE - PRINTEX - DEXAL - CLOVER - mediglove,,Nuevo,Nitrilo,Pack,10,,,,,,,,
MLA1150662845,Guantes De Nitrilo Negro Talle M X 100 Unidades Marca Dexal,new,8399.0,ARS,500,,buy_it_now,gold_special,2042-08-03T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-de-nitrilo-negro-talle-m-x-100-unidades-marca-dexal/p/MLA18918597,http://http2.mlstatic.com/D_851490-MLA52224376170_102022-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Dexal,Negro,Nuevo,,Unidad,1,100,,7791914001223,,,,,
MLA1737814382,Guantes Descartables Nitrilo Negro X 100 Unid . Powercrest Talle Xl,new,8933.0,ARS,1,,buy_it_now,gold_special,2044-04-07T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-nitrilo-negro-x-100-unid-powercrest-talle-xl/p/MLA24075581,http://http2.mlstatic.com/D_961701-MLU70078013794_062023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Powercrest,Negro,Nuevo,Nitrilo Negro,Pack,100,100,,7798130180473,,,,,
MLA814438820,Guantes De Nitrilo Negros Np X100 Unidades,new,9500.0,ARS,1,,buy_it_now,gold_special,2039-09-07T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-814438820-guantes-de-nitrilo-negros-np-x100-unidades-_JM,http://http2.mlstatic.com/D_927493-MLA32159383841_092019-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,NP,,Nuevo,Nitrilo (Negros),Unidad,1,100,,,,,,,
MLA1556443654,Guantes De Nitrilo Negro | Euromix | Apto Combustibles,new,6743.0,ARS,1,,buy_it_now,gold_special,2043-10-31T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1556443654-guantes-de-nitrilo-negro-euromix-apto-combustibles-_JM,http://http2.mlstatic.com/D_806163-MLA72698685885_112023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Euromix,,Nuevo,Nitrilo Negro,Unidad,1,100,,,,,,,
MLA1403208495,Guantes Descartables Antideslizantes One Glove Color Negro Talle S De Nitrilo En Pack De 10 X 100 Unidades,new,59000.0,ARS,50,,buy_it_now,gold_special,2044-01-13T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-one-glove-color-negro-talle-s-de-nitrilo-en-pack-de-10-x-100-unidades/p/MLA27965570,http://http2.mlstatic.com/D_760478-MLU75346493689_032024-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,ONE GLOVE,Negro,Nuevo,,Pack,10,100,,7798062548716,,,,,
MLA1144483436,10x Guantes Descartable Nitrilo Calidad Superior,new,2480.14,ARS,1,,buy_it_now,gold_special,2042-06-22T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1144483436-10x-guantes-descartable-nitrilo-calidad-superior-_JM,http://http2.mlstatic.com/D_929109-MLA72671099429_112023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Uniproveedores,,Nuevo,Nitrilo sin polvo,Pack,10,,,,,,,,
MLA1280145164,Guantes Descartables Antideslizantes Np Color Negro Talle S De Nitrilo En Pack De 10 X 100 Unidades,new,72816.0,ARS,50,,buy_it_now,gold_special,2042-12-07T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-np-color-negro-talle-s-de-nitrilo-en-pack-de-10-x-100-unidades/p/MLA14788285,http://http2.mlstatic.com/D_786240-MLU72637032049_112023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,NP,Negro,Nuevo,Nitrilo Negro,Pack,10,100,,,31.6 cm,4460 g,,,
MLA1547308164,Guantes De Nitrilo Negro | Powercrest | Caja X100 U.,new,6384.0,ARS,1,,buy_it_now,gold_special,2043-10-20T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1547308164-guantes-de-nitrilo-negro-powercrest-caja-x100-u-_JM,http://http2.mlstatic.com/D_677953-MLA72556822662_112023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Powercrest,,Nuevo,Nitrilo Negro,Unidad,1,100,,,,,,,
MLA1363295753,Guantes De Nitrilo Negros Reforzados Caja X 100 Unidades,new,9999.0,ARS,100,,buy_it_now,gold_special,2043-03-16T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1363295753-guantes-de-nitrilo-negros-reforzados-caja-x-100-unidades-_JM,http://http2.mlstatic.com/D_896970-MLA54517246451_032023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Dexal / Euromix,,Nuevo,Nitrilo Negro,Pack,100,,,,,,,,
MLA1681741046,Guantes Nitrilo Negro X100 Euromix Negro Azul Rosa Y Blanco,new,6743.0,ARS,500,,buy_it_now,gold_special,2044-02-20T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1681741046-guantes-nitrilo-negro-x100-euromix-negro-azul-rosa-y-blanco-_JM,http://http2.mlstatic.com/D_638495-MLA72556985702_112023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Euromix,,Nuevo,Nitrilo Negro,Unidad,1,100,,,,,,,
MLA1395170641,Guantes Nitrilo Rosa | Marca Euromix | Cajón/bulto 1.000 U,new,63877.0,ARS,1,,buy_it_now,gold_special,2043-11-04T04:00:00.000Z,https://articulo.mercadolibre.com.ar/MLA-1395170641-guantes-nitrilo-rosa-marca-euromix-cajonbulto-1000-u-_JM,http://http2.mlstatic.com/D_716719-MLA72714141120_112023-O.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Euromix,,Nuevo,Nitrilo Rosa,Pack,10,1000,,,,,,,
MLA1419719851,Guantes Descartables Guantes Guantes De Vinilo Color Negro Talle M De Nitrilo,new,8000.0,ARS,1,,buy_it_now,gold_special,2044-03-31T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-guantes-guantes-de-vinilo-color-negro-talle-m-de-nitrilo/p/MLA28099333,http://http2.mlstatic.com/D_872504-MLU75329225214_032024-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,Guantes,Negro,Nuevo,Guantes de vinilo,Pack,100,,,,,,,,
MLA1135085447,Guantes Descartables Antideslizantes Np Color Negro Talle L De Nitrilo X 100 Unidades,new,9699.98,ARS,50,,buy_it_now,gold_special,2042-04-27T04:00:00.000Z,https://www.mercadolibre.com.ar/guantes-descartables-antideslizantes-np-color-negro-talle-l-de-nitrilo-x-100-unidades/p/MLA18616455,http://http2.mlstatic.com/D_764586-MLU72636722033_112023-I.jpg,MLA409140,MLA-DISPOSABLE_GLOVES,NP,Negro,Nuevo,Nitrilo Negros,Unidad,1,100,,7792904000943,,,,,
